person_id,title,firm,Calculated Duration
1,Database Administrator Database Administrator,Family Private Care LLC Incomm,11
2,Database Administrator,Intercontinental Registry,3
3,Oracle Database Administrator Oracle Database Administrator,Cognizant Convergys,11
4,"Amazon Redshift Administrator and ETL Developer, Business Intelligence Database Administrator Database Administrator","MSP Recovery - Fort Lauderdale, FL CEAACES - Quito, Provincia de Pichincha Ceige - Havana, IL",0
5,Scrum Master Oracle Database Administrator/ Scrum Master Junior Oracle Database Administrator,Quest Technologies Prudential Time Warner Cable,7
6,Oracle Database Administrator Oracle Database Administrator Field Service Representative / Technician,SUNTRUST BANK ESTES-EXPRESS ROCHE DIAGNOSTICS FOR ADECCO TECHNICAL,15
7,Oracle Database Administrator Oracle Database Administrator Production Support Database Administrator,Caresource Anthem PNC Bank,0
8,Lead Database Administrator/Developer Production Support Database Administrator Oracle Database Administrator Database Administrator,"Department of Housing and Urban Development Citi Group Citi Group University of Maryland, University College",13
9,Database Administrator / Database Developer Database Administrator Senior Database Specialist Database Specialist Technical Support Consultant Consumer Relations Representative,"Dominion Diagnostics, LLC Teknor Apex Company CVS Health CVS Health CVS Health Kaz USA Inc",13
10,Oracle Database Administrator Database Administrator / Developer NFI Junior DBA,Uber Technologies Inc SYSCO NFI,13
11,Database Administrator Database Administrator Oracle Database Administrator,Booz Allen Hamilton Huntington National Bank Coca Cola,14
12,Senior Oracle Database Administrator Oracle Database Administrator Database Administrator,United Health group Weatherford laboratories Walmart,14
13,Database Administrator Oracle Database Administrator,First Tennessee Bank United Airlines,12
14,Database Administrator Database development Student Administrator Receptionist,"City of Iowa City ITS, University Library IT Office of Statewide Clinical Education Programs",11
15,SQL Database Administrator/SQL DBA SQL Database Administrator/SQL DBA,Bureau of Indian Affairs Census Bureau,6
16,SQL DBA/ Database Administrator SQL DBA/ Database Administrator, ,14
17,SQL Database Administrator/Developer Database Administrator/Developer Graphics Design Assistant,Avant Network ITSC PLC SEMS STUDIO PLC,15
18,SQL Server Database Administrator SQL Server Database Administrator SQL Database Administrator Support,FEDERAL RESERVE BANK OMNITRACS LLC Nationstar Mortgage LLC,0
19,SQL Developer / DBA SQL Database Analyst Database Administrator Database Analyst Application Support Analyst Technical Support Specialist,"United Medical Center Winrock International Clutch Group Driven, Inc Driven, Inc Active-Edge-Techs",0
20,Systems Administrator Database Analyst Systems/ Database Administrator Contract Installation/Network Technician Quality Control Technician,"Automann Hadassah Sango America, Inc Hewlett-Packard Sanofi Genzyme Biosurgery",14
21,Oracle Database Administrator Oracle Database Administrator,Sedgwick CMS 3M Companies Inc,0
22,Oracle Database Administrator Oracle Database Administrator,Department of Education:Osseo School District ISD 279 IBM,12
23,CSR Systems Administrator Systems Developer Associate Database/Systems Administrator,"Shively Brothers Inc J.R. Dahn Construction, LLC Bell Nursery USA, LLC BLC Consulting, LLC",13
24,Oracle Database Administrator Oracle Database Administrator Oracle Database Administrator Oracle Junior DBA,Norton Healthcare Krogers Miso Inc Brightpoint Inc,13
25,Database Administrator (contractor) Junior Database Administrator,ISHGLO-ONE Corporation The Kidz Docs,16
26,DBA/ Database Administrator Junior SQL Server Database Administrator,Bridge IT Support Services LLC Jittu Horticulture PLC MIDROC Technology Group,11
27,Oracle Database Administrator Database Administrator II Remedy Consultant,Executive Office for US Attorneys CACI International Column Technologies,16
28,Database Administrator Male Revue Dancer,Cigna Labare,0
29,"Database Administrator, Intern Client Support, Intern Volunteer",City of Augusta City of Augusta The City of Augusta Ga's Cyber & Robotics Camp,6
30,Oracle Database Administrator Oracle Database Administrator Oracle Database Administrator Oracle Database Administrator,Delta Airlines Qualcomm Comcast Ameriprise Financials,15
31,Database Administrator Data Modeler/ DBA Database Administrator Database Administrator Programmer/DBA,HPE/DXC/Perspecta Ally Financials University Of Michigan CARFAX Inc ORSCHELN FARM & HOME,15
32,Sr Enterprise Database Administrator Sr Enterprise Database Administrator Sr Enterprise Database Administrator - Consultant Sr Enterprise Database Administrator - Consultant,Financial Services Company HLT Dallas Cowboys Lucernex Technologies,8
33,Oracle Database Administrator Oracle Production Support Database Administrator,Cotiviti FIU College of education,13
34,SQL Database Administrator SQL DBA,Wing Zone Azizi Bank,11
35,PROJECT MANAGER PROJECT MANAGER ASSOCIATE SCRUM MASTER DATABASE ADMINISTRATOR DATABASE ADMINISTRATOR,Romisoft Scotsman Guide Media Premera Blue Cross Premera Blue Cross Realty in Motion,12
36,Database Administrator Database Administrator,Amdocs DVCI Pansoft Data Solutions Pvt. Ltd,4
37,SQL Database Administrator SQL Database Administrator SQL Database Administrator,AGO GLOBAL CONSULTING InfoView Data Solution Inc ISHGLO - One - Corp,12
38,Sr. Business Analyst Sr. Business Analyst Business Analyst Business Analyst Sr database administrator Database administrator,"Wells Fargo Federal Mogul, Bold chat Chrysler Dollar General Miller Coors, Irvin oil Avis Budget Car Rental",14
39,Oracle Database Administrator Oracle DBA,Vectren Admiral Insurance Company,7
40,Oracle Database Administrator Oracle DBA,Vectren Admiral Insurance Company,7
41,SQL Server Database Administrator SQL Server DBA SQL Database Administrator,Comcast Cable Charter Communications Cisco Systems,15
42,Database Administrator Senior Quality Monitor,Service Source Inc GDIT,12
43,SQL Server DBA SQL Server DBA SQL Server DBA Database Administrator Database Administrator,"Aureus Tech Systems, LLC Aureus Group Citadel Information Services Inc NETE Karsun Solutions LLC",15
44,Business Intelligence Database Administrator,American Family Insurance,0
45,COOK COOK DATABASE ADMINISTRATOR AIRFRAME MECHANIC,SOUTHERN HILLS COUNTRY CLUB REASORS UNITED STATES MARINE CORPS UNITED STATES MARINE CORPS,15
46,DATABASE AND SYSADMIN CONSULTANT DATABASE ADMIN SQL DBA Oracle/SQL Database Administrator,"US Airforce US Airforce Wurth USS BATAAN, US NAVY",0
47,Senior Database Administrator Senior Database Administrator,AppLab Systems Inc Infinite Computer Solutions,11
48,Oracle Database Administrator Project Manager (National TB Project) Technical Adviser Oracle Database Administrator Junior Oracle Database Administrator,Jelani Consulting LLC Somali Health Initiative for All Trust Republic of Somaliland Ministry of Health Jelani Consulting LLC Jelani Consulting LLC,12
49,SQL Server Database Administrator SQL Server Database Administrator MS SQL Database Administrator,"PenFed Credit Union Dep of Health and Human Services, MD Department of Labour - Washington, DC",12
50,SQL Server Database Administrator Sr.SQL Server Database Administrator SQL Server Database Administrator SQL Server Database Administrator SQL Server Database Administrator,PricewaterhouseCoopers Deloitte Unisys McKesson The Boeing Company,15
51,Sr.SQL Server Database Administrator SQL Server Database Administrator SQL Server DBA SQL Server DBA SQL Server DBA,"Cox Enterprises Deloitte The Boeing Company Dimensional Fund Advisors AWS, RDS",15
52,"Sr. Oracle, PostgreSQL Database Administrator/ Database Security Engineer Oracle, PostgreSQL Database Administrator",Marsh & McLennan Companies DirecTV,0
53,Data Engineer Oracle Database Administrator Oracle Database Administrator,"UnitedHealth Group, MN SUBARU AUTOMOTIVE MATERIAL IN MOTION (MIM)",13
54,Database Administrator (Oracle) Oracle Database Administrator IT Officer IT Technician,Netlinks Afghan Wireless Communication Company (AWCC) Brac Bank Future Tech,15
55,Software Developer Software Developer Database Developer/ Administrator,The Parts House Acquisitions LLC NETLINKS Afghan Public Protection Force,13
56,Web Developer Database Administrator Computer Specialist,TOWN RESIDENTIAL TOWN RESIDENTIAL SOUTH BRONX PREPARATORY,0
57,Principal Database Development Engineer Intern - IT Support Database Analyst / Developer Microsoft SQL Server Database Administrator,"REI Systems The Shams Group Center of Information Technology and Management - Dallas, TX Clover InfoTech Private Limited",0
58,Business Analyst Database Administrator Junior Database Administrator,Crown Castle RDX RDX,0
59,SQL Database Administrator SQL Server DBA,SouthCoast Health ATC Healthcare Services,0
60,"Application, Database & Security Administrator Desktop Support Specialist",ORIENTAL BANK ORIENTAL BANK,13
61,SQL Database Administrator SQL Database Administrator SQL Server DBA 3,MetLife African Development Foundation Bank,11
62,Scrum Master Scrum Master Oracle Database Administrator,Connections Education LLC Xerox Corporation New York Times,14
63,Oracle Database Administrator Oracle Database Administrator (DBA) Senior Database Administrator Database Administrator Oracle Database Administrator Oracle Administrator,FedEx Supply Chain Natsoft corporation Sherwin-Williams OSI consulting Y-brant Digital 3k Technologies,14
64,DEVOPS DBA Independent SQL Consultant Contract DBA Database Specialist Senior Database Administrator Database Contractor Lead Resource Database Consultant/BI Architect ESOC SQL Database Administrator III Production Database Administrator Sr SQL Server Support Engineer,"XPO Logistics  OIT- State of Colorado Medtronic LenderLive Ball Aerospace Northrop Grumman Polypore, Inc Science Applications International Corporation Employment Security Commission Microsoft",0
65,Oracle Database Senior Technical Engineer Oracle Database Administrator Oracle Database Administrator,"Oracle Corp. United Guaranty Hanes Brands, Inc",14
66,Database Administrator Database Administrator Network Technician Technical Production Assistant,"Posh Lane Freight Apolinari Taxes & Multi-Services Intown Suites - Atlanta, GA Ceridian Inc - Atlanta, GA",14
67,SQL Server Database Specialist/DBA SQL Server Database Administrator SQL Server DBA,"NBTY, Inc North-Shore Medical Centre MTA",13
68,Cyber Security Analyst/RMF Specialist (Veteran Affairs) Oracle Database Administrator Oracle Database Administrator,Tech Global Solutions QSSI Disys,12
69,Oracle database administrator Oracle database administrator,Mutual benefits assurance Ltd. World Access Cybercafé,0
70,Database Architect Developer Database and Reporting Administrator,"FINITY COMMUNICATIONS, INC VACASA LINKTECH WORLDWIDE",0
71,Oracle Database Administrator - Business Solutions Database Administrator Software Engineer,Ntt Data Techmahindra Techmahindra,12
72,Oracle Database Administrator Sr Oracle Database Administrator Oracle Database Administrator Oracle Database Administrator Oracle Junior DBA,"United Health Group Bristol Myers Squibb Ambac Financial Group, Inc Bon Secours Health System Enterprise Holdings Inc",15
73,Application Database Administrator Oracle Database Administrator Oracle Database Administrator,INFOSYS LTD Huntington National Bank Deutsche Bank,13
74,Scrum Master Scrum Master Database Administrator,U.S Bank NuStar Energy General Dynamics Information Technology,0
75,Programmer & Database Administrator Programmer & Database Administrator Server-Side Programmer,Bucheon University AJU IT Point I,0
76,Manager Donor and Data Management Database and Campaign Administrator Database Manager Database and Systems Senior Manager Development Operations Manager Development Database Manager,YMCA of the Greater Twin Cities Westminster Presbyterian Church Benilde St. Margaret's Catholic School Alzheimer's Association Scholarship America Scholarship America,0
77,Scrum Master Scrum Master Oracle Database Administrator Data Base Administrator,Salazar Inc Geico Insurance Berean Technologies CCA Bank,0
78,SQL Server Database DBA/Admin SQL Database Admin/Analyst SQL Database Administrator,OPTUM Care M&T Bank NBTY Inc,13
79,Sr.MongoDB Architect (Developer/Administrator/DBA) Senior MongoDB Administrator Database Administrator (DBA) Database Administrator (DBA),"American Express Conifer CVS Health J.Crew Group, Inc",17
80,Database Administrator Database Administrator / SQL Developer,CCA Global Partners Genesys,12
81,Financial Analyst Accounting Assistant Database Administrator Substitute Teacher,Goodwin College 4AllPromos/4AllGifts Saybrook Country Barn East Lyme Public Schools,14
82,Database Administrator Director of Support Systems Payroll Manager Payroll Specialist Release Specialist Office Manager / Designer,The Whole Person The Whole Person The Whole Person The Whole Person James B Nutter & Company Extreme Signs,15
83,POS Database Administrator Interactive Voice Response Tester (Temporary),"Xenial, Inc ASCENSUS",0
84,Database Administrator Database Administrator SQL Server Database Administrator/developer Senior Data Analyst,IBM consulting Pacific Northwest National Laboratory International Arctic Research Center Climate and Health Institute,14
85,Scrum Master/Report Analyst Agile Business Analyst Oracle Database Administrator,Republic properties Life Science Logistics AT&T,12
86,BUSINESS MANAGER/PURCHASING COORDINATOR SQL DATABASE ADMINISTRATOR FREELANCE EXPERIENCE,"Danbury, CT KENNY'S CARPET ONE ELITE REMODELING-DANBURY, CT, THE PHOENIX AGENCY-FISHKILL, NY, MIKE'S MASONRY- SHRUB OAK, NY",11
87,Data Warehouse Eng Managed service dba consultant Database Operator/Technician (DOS) Oracle Database Administrator(Tier I),"NT Concepts, VA Mythics, Inc. Mythics, Inc. AINET Consulting Group, Inc",0
88,Senior Oracle Database Administrator Senior Oracle Database Administrator Senior Oracle Database Administrator Senior Oracle Administrator Oracle Application Database Administrator,Thomson Reuters Corporation SEI investments Sony Corporation of America Bayer Business Services Directv,14
89,Help Desk Manager Database Administrator/ERP Systems Manager,Navajo Nation Gaming Enterprise Navajo Nation Gaming Enterprise,15
90,Database Administrator Oracle DBA STIP Operations Engineer SENTINEL Help Desk,"SRA International APEX Inc. Blue Water Federal Solutions, Inc Blue Water Federal Solutions, Inc",0
91,Software Developer Database Administrator Database Administrator Database Administrator,"RELIABLE GOVERNMENT SOLUTIONS INC INDEPENDENT SOFTWARE INC TANAGER INC SET FOCUS, LLC",14
92,Sr. Database Administrator/Data Analyst Sr. Database Analyst/Project Manager,TIAA-CREF Canada Revenue Agency,10
93,Lead Oracle DBA Oracle DBA Jr Oracle Database Administrator,City Credit Union ATOS Digital Health Solutions In-Telecom,7
94,Database Administrator Content Operations Project Manager IT Manager,Ultrafryer AT&T Aria Medical Equipment,16
95,SQL/ETL Developer SSIS/Report Developer Database Developer Network Administrator,Express Capital Funding Springleaf Financial Guardian International Guardian International,12
96,Oracle Database Administrator Oracle Database Administrator Junior Oracle DBA IT support Administrator,SUBARU AUTOMOTIVE MATERIAL IN MOTION (MIM) BOSTON SCIENTIFIC Target corp,14
97,Network and Database Administrator Interim IT Manager Network Technician,Lipsey Logistics Worldwide Lipsey Logistics Worldwide Comcast Cable,14
98,RESEARCH DATABASE ADMINISTRATOR IT MANAGER PASTOR HELP DESK ANALYST,THE ALEXANDER GROUP VOLUNTEERS OF AMERICA OF GREATER BATON ROUGE ANTIOCHIAN ARCHDIOCESE OF NORTH AMERICA ANTIOCHIAN ARCHDIOCESE OF NORTH AMERICA,13
99,Scrum Master Security Control Assessor ORACLE DATABASE ADMINISTRATOR,AKS Cyber Tech Inc Integrated Systems Pacific Systems,15
100,Help Desk Technician Database Administrator Intern Assistant Deli Manager,PowerTrain Inc. KCW Engineering Technologies Safeway Inc,15
101,F-35 Suitability Analyst F-35 Database Administrator Project Lead Software Engineer,Joint Operational Test Team / Royal Netherlands Air Force Royal Netherlands Air Force Royal Netherlands Air Force Frankort Engineering B.V.,0
102,Database Administrator (SQL) Jr. Database Administrator,Baltimore Police Department Flemingo International,13
103,DBA DBA Oracle Database Administrator Oracle DBA,Omnitracs Wells Fargo Apple Federal Credit Union Capital One,15
104,Customer Quality Specialist Customer Care Supervisor Executive Assistant/ Database Administrator,"Apria Healthcare Xerox Business Services, LLC ATG Learning Academy",0
105,Oracle Database Administrator/Snr System Analyst Oracle Database Administrator II Oracle Database Administrator I,Ellucian San Jacinto Community College Mastec Advanced Technologies,12
106,Database Manager Database Manager Membership Associate Database Administrator,PNP Staffing Group National Urban League Pérez Art Museum Miami Best Buddies International,11
107,"Warehouse Specialist Database Administrator (DBA) Senior specialist, Department Database Management System Senior Engineer, Department of Technician Support Database Administrator MSSQL Server",Baxter Healthcare Faberlic Probusinessbank Electronic Moscow Alfa-Bank,16
108,Operations Manager Assistant Manager Captain Valet Created and produced new series titled 'In Studio Sessions' Retail - Summer Job Database Administrator,Corporate Parking Group Corporate Parking Group Corporate Parking Group Corporate Parking Group Hamline University Dick's Sporting Goods Eberl Claims Service,0
109,Database Administrator I Graduate Assistant IT Intern Quality Document Controller,C Spire University of South Alabama County of Mobile Austal USA,0
110,Oracle Database Administrator Oracle Database Administrator PC Tech,General Motors IBM State Personnel Administration,0
111,Actimize Analyst Actimize Analyst Database Administrator Database Administrator Business Analyst,Actimize Actimize Canon Telstra Telstra,15
112,Medical Lab Technician Junior SQL Database Administrator Technical Specialist,Psychiatric Services of Carolina/Paradigm Remote Database Experts (RDX) Apple Inc,8
113,Database Administrator,Chesapeake Bay Program Office,10
114,Oracle Database Administrator Oracle Database Administrator,Icreon Cardinal Health Inc,11
115,Lead Analyst/Product Owner Database Support Engineer - Internship,Texas Instruments Istation,0
116,Corporate Buying Data Assistant Database Administrator Intern Sales Intern Host,ALDI United Cerebral Palsy Seguin of Greater Chicago SmartWitness Lou Malnati's Pizzeria,0
117,Creator/Developer Science Fiction Writer Lead Technology Specialist Manager Database Systems Senior Database Administrator,CutieBit Multiverse Scifutures City of Phoenix Promark One/IDRC Choice Hotels International,9
118,Database Administrator III Customer Service Representative Database Administrator Database Administrator MS Access Developer Manager Agent Accounting,Chipton Ross Alorica Snelling Services Snelling DOMA ZAISCO,13
119,Volunteer Massage (Therapy) Yoga (Therapy) Massage (Therapy) Database Administrator and Programmer,"Escondido Alex Jenks, from Home and Mobile Alex Jenks, from Home and Mobile Accumen",9
120,Database Administrator IT Assistant,Roots Data Systems Morgan State University,0
121,Oracle Database Administrator Oracle Database Administrator Jr. Oracle Database Administrator Oracle Database Administrator Intern,Aramark Refreshment Toyota Financial Services Verizon LLC NBC BANK,9
122,Data Engineer Internship Service Information Developer Database Administrator,Hewlett Packard Enterprise IIM Lucknow  ,0
123,Health Care Data Analyst Oracle Database Administrator Business Analyst,Living Spring Home Health Care Inc. Ibaka Entertainment Inc Ibaka Entertainment Inc,0
124,Oracle Database Administrator Oracle Database Administrator,Holy Cross Hospital ProQuest,15
125,Data & Ecommerce Analyst Database Administrator - SQL SERVER,Bison Production Company Voogole IT Academy,10
126,"Technical Representative R&D Manager, IPM Specialist, Database Administrator Program Coordinator", Terra Nova Nurseries School Gardening for South Carolina Educators,0
127,HealthShare Developer Database administrator Software Developer Junior Developer,Favor TechConsulting LLC Juniper Networks Forsys Inc Electronic Corporation of India(ECIL),11
128,Database Administrator Database Administrator Database Administrator,Verizon Wireless Walgreens United Parcel Service,10
129,SQL SERVER DBA SQL SERVER DBA II DATABASE ADMINISTRATOR,M&T Bank KINETIK.Care Karnaphuli Fertilizer Company,5
130,Oracle Database Administrator Oracle Database Administrator,Marathon Oil FedEX,0
131,Systems Engineer/ Database Administrator Software Engineer Intern,Infosys Reliance Industries Limited,3
132,Oracle Database Administrator (Golden Gate - L3) Oracle Database Administrator (Golden Gate - L1/L2) Systems Engineer,TCS TCS TCS,0
133,Project Leader IBM Maximo 7.6 - Database Administrator,"KELLOGG, BROWN & ROOT Michael Baker International",9
134,Business Intelligence Analyst Intern Techno - Functional Consultant Database Administrator Intern,3M HIS Hitachi Consulting IBM,0
135,DATABASE ADMINISTRATOR SQL- DBA JUNIOR DATABASE ADMINISTRATOR,"Nalley AutoNation Pacific System, INC",11
136,"Data Analyst Research Assistant Database Administrator, DBA, Internship",Hawai'i Pacific University Stevens Institute of Technology Lexian Software Development LLC,8
137,Oracle Database Administrator Oracle Product Specialist /Junior DBA High end waiter,Remote Database Experts (RDX) Remote Database Experts (RDX) SERVER THE GRAND CONCOURSE,0
138,Scrum Master Scrum Master Database Administrator,Dell Inc Wells Fargo Sprint,10
139,Security Operation Center (SOC) Analyst Operational Support Database Administrator,Datalogic Solutions Inc Think Tech Consulting,10
140,Database Administrator Data Entry Kitchen Helper,The Midnight Mission The Midnight Mission Midnight Mission,0
141,"Office Administrator, Human Reasources Research Assistant Database Processor",Mitchell International Human Performance Technologies Partners In Leadership,13
142,I.T. Support Technician Software Eng Intern IT Support Specialist Database Administrator,Ivy Tech Community College VR Systems Elections United States Army,12
143,ServiceNow Trainee Analyst Bookstore Associate Lead Member of Group Google Vision API for Receipt OCR Application Developer Intern Oracle Database Administrator,Jade Global Inc Barnes & Noble Inc  ServiceNow Focus Data Tech System Private Limited,0
144,"Sourcing Specialist, Power Database Administrator II, Telecom Database Administrator I, Telecom Database Administrator I, Telecom Sales Coordinator Administrative Assistant","Black & Veatch Black & Veatch Black & Veatch Adams Gabbert - Contracted for Black & Veatch SEVO Systems Knit-Rite, Inc",0
145,Database Administrator/Maintenance Manager Constituent Affairs Intern Child Care Staff Lead Galley Steward,SYNAGRO Technologies Office of Governor Gina Raimondo City of Central Falls American Cruise Lines,0
146,SQL Server Database Administrator Junior Database Administrator,Next Media Inc GENCO INC,13
147,Junior Database Administrator Team Coordinator/Editor Senior Sandwich Artist Computer Technician,"Trumbull Industries X-Culture Subway Business Technology, LLC",0
148,Database Administrator/Legal Secretary Litigation Assistant Legal Secretary,"Daniel & Associates Zwicker & Associates, P.C. The Foley Law Firm",9
149,Technical Support Representative Database Administrator,"ALTICE USA, INC GREATER NEWARK CONSERVANCY, INC",9
150,Background Verification Specialist Recruiter Human Resources Assistant/Receptionist General Cleaner LIMS Database Administrator Inside Sales Support,Indiana State Personnel Department Express Employment Professionals Data Recognition Corporation (DRC) Kimco Facility Services Sure-tech Laboratories Fastenal Company,0
151,Lab Support Developer DevOps Engineer Package Handler Web Development and Database Administrator,NetApp SoftTech Solutions TD Ameritrade UPS Forest Water,0
152,BI Developer Database Administrator Assistant Systems Engineer,In2IT Technologies IPSOS TATA Consultancy Services,6
153,Business Analyst Database Administrator Computer Coach Project Leader Chemical Engineering Lab Assistant,MVN 2 Paragon One Santa Barbara Public Library University of Santa Barbara University of Santa Barbara,10
154,SQL Server Database Administrator Computer System Analyst QA Testing/ Business Analyst Assistant Engineer Bio Medical Equipment,Universal Herbs Inc Lanco Global System Inc ResourzNet Solutions Inc Ozone Hospital,11
155,Programmer/CNC Network and Database Administrator Java Tutor,Brogdon Machine Ticket Boat Raymore-Peculiar High School,9
156,Data Processing Caging Support Specialist Database Manager,Pep Direct Easter Seals of New Hampshire,24
157,Oracle Database Administrator/ Consultant Oracle Database Administrator,Pishon Technologies Inc Optum technologies,5
158,MS SQL Server Database Administrator Customer Process Associate,INFOSYS AMAZON,3
159,Account Manager E-Commerce Manager / Customer Service Representative Database Administrator - Intern,"Sunny Shower USA, Inc Sunny Shower USA, Inc Lien Hua Industrial Corp",0
160,Database Administrator Intern Data Analyst Intern Desktop Support Specialist in IT Services Process Associate,Protech Solutions Inc Noetic Partners Inc UA Little Rock Suntec India Pvt. Ltd,0
161,Data/ QA Analyst Data/Business Analyst Business Analyst Oracle Database Administrator,Tata Consultancy Services DXC RecruitTek HTN Wireless,9
162,Consultant Team Lead & Social Media Ambassador Database Administrator & IT Assistant Business Analyst & Consultant,Enterprise Resource Performance Inc Barstool Sports American Medical Group Association VCU International Consulting Program,10
163,Used Truck Sales Benefit Support Specialist / Tech Support IT Administrator/ Database Management Specialist,MHC Kenworth BenefitMall Transport Enterprise Leasing,10
164,Data Analyst Database Administrator Hostess/ Server Assistant/ Prep Cook Receptionist for Admissions Department,Peach State Health Plan Global Employment Solutions Iberian Pig Oxford College,0
165,Database and Application Administrator INTERN,ACCENTURE BANGKO SENTRAL NG PILIPINAS,0
166,"Administrator(s), Computer Technician, Database Administrator (SQL), and Web Developer/GIS Group Home",Henderson County's IT department ,0
167,Database Administrator Database Administrator Oracle Database Administrator,"Surescripts State of Minnesota, DHS Medtronic",14
168,Database Administrator Database Administrator Junior DBA,Victory International Company Visible Limousine and Transportation Serv Amiable Limousine,5
169,Project Manager Stylist Administrative Assistant/ Database Administrator,Lazrador Cultivation Floyd's 99 Barbershop LuxHomesDenver,0
170,Network Security and Database Administrator Interim IT Manager Network Technician,Lipsey Logistics Worldwide Lipsey Logistics Worldwide Comcast Cable,14
171,Programmer Analyst Database Administrator Help Desk Support Computer Operator,"Chicago Transit Authority Skokie, IL Loyola University Law Computing Center CIBC Oppenheimer",28
172,Senior Database Administrator/Engineer Senior SQL Server DBA/Engineer Senior Database Administrator Database Administrator Database Administrator Jr Database Administrator,Perella Weinberg Partners Everest Regroup Greenslate Shenkman Capital Deutsche Bank AAA Computer Services,15
173,Database Administrator I/ Sysadmin IT Support Private Contractor IT Intern,Brentwood Services Administrators Brentwood Services Administrators  Brentwood Services Administrators,12
174,Database Administrator Scanner Technician Externship Worked with a team to produce a simulation tool to use with Unmanned Surface Vehicles,Huntington Ingalls Industries Scans America NASA NSWC Caderock,0
175,Database Lead ORACLE AND AWS DATABASE ADMINISTRATOR ORACLE/SQL SERVER DATA ARCHITECT DATABASE SUPPORT TECHNICIAN SQL SERVER/MS ACCESS DATABASE ADMINISTRATOR DEPLOYMENT TECHNICIAN AND COMPUTER SCIENCE TUTOR,Archer Daniel Midland (ADM) Archer Daniel Midland (ADM) Archer Daniels Midland (ADM) Illinois Department of Transportation (IDoT) Illinois Department of Public Health Scott Community College,12
176,Production Leader Game Advisor Database Administrator Manager/Cashier,Placers - W. L. Gore & Associates GameStop Placers - W. L. Gore & Associates Woody's Ice Cream Alley,0
177,Oracle Database Developer/ Application database administrator Oracle database administrator,NajaNaja Ltd Super America LLC,0
178,Database Administrator Data Analyst Maintenance Control Clerk,United States Navy United States Navy United States Navy,0
179,Oracle Database Administrator Oracle Database Administrator,Verizon Wireless Allergan,3
180,Aircraft Mechanic/ Database Administrator Aircraft Mechanic Sales Associate,US Army National Guard US Army National Guard Goodyear,15
181,Database Administrator (Consultant) Sr. Database Administrator (DBA) Sr. Database Administrator (DBA) Sr. Database Administrator (DBA) Sr. SQL Server DBA (Consultant) MS SQL DBA (Consultant) SQL DBA/Developer (Consultant),United Community Bank Valiant Communications Inc Gartner Inc SANEF SWBC - SOUTHWEST BUSINESS CORPORATION Idaho Power Company Hooper Holmes,15
182,Remote Hands Technician Database Administrator Cable Technician ASSISTANT ACCOUNTANT,Digital Realty Remote Kumasi Mona Telecom Ashanti Region,0
183,SQL Server Database Administrator Asset Protection Supervisor,Torres AES Army National Guard - AF,6
184,Sr. BusinessAnalyst Consultant Consultant Consultant Consultant Administrator,"Santander Bank Farmers Insurance - Zurich, CH Capgemini India Pvt. Ltd BNP Paribas Bank Flipkart.com - Mumbai, Maharashtra Clover Infotech - Mumbai, Maharashtra",9
185,Oracle Database Administrator Database Administrator IT Support Technician Accounting Assistant II,"Pritchard & Jerden, Inc ATGWork Amazon Pritchard & Jerden, Inc",15
186,Sr. Database Administrator Database Administrator SQL Server DBA,GSS InfoTech GSS InfoTech\InfoVision GSS InfoTech\InfoVision,12
187,"Oracle Database Architect/Admin, Cassandra admin, MS SQL Admin, Cosmos DB admin Oracle Database Administrator/Architect Oracle Database Administrator",Best Buy Co. Inc Walgreens Co. Inc and Drugstore The Hartford Life Insurance,14
188,APPLICATION DEVELOPER BLACKBOARD ADMINISTRATOR/SYSTEMS PROGRAMMER DATABASE/SECURITY ANALYST PROGRAMMER,UNIVERSITY OF NORTH CAROLINA AT CHARLOTTE WINTHROP UNIVERSITY SC GOVERNOR'S SCHOOL FOR SCIENCE & MATHEMATICS STINGRAY BOAT COMPANY,14
189,Business Analyst for People Analytics Database Administrator/ Digital Data Specialist,William-Sonoma Inc Democratic Senatorial Campaign Committee,0
190,Database Administrator (Team Lead) Database Administrator,DXC Technology (Formerly HP Enterprise Services) Hewlett-Packard,0
191,Microsoft SQL Server Database Administrator (DBA) Microsoft SQL Server Database Administrator (DBA) Microsoft SQL Server Database Administrator (DBA),Dignity Health Management Services Organization The Avant Network Broad Systems International,12
192,Production SQL Server Database Administrator SQL Server Database Administrator,Modaj Pro IT Solutions Teknokleen Group,0
193,Sr. Business Analyst Sr. Business Analyst Business Analyst Business Analyst Sr database administrator Database administrator,"Wells Fargo Federal Mogul, Bold Chrysler Dollar General Miller Coors, Irvin oil Avis Budget Car Rental",14
194,SQL Server Database Administrator SQL DBA ADMINISTRATOR SQL DBA ADMINISTRATOR,Mahamittra Group LLC Ellucian Transdin Group LLC,11
195,Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Performance Administrator Sr. Database Performance Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator Sr. Database Administrator,"Prime Therapeutics Solutran, Inc Target Corporation Minnesota Housing and Finance Agency Thomson Reuters Cargill Inc Graco, Inc State of Minnesota, BWSR Cargill Inc TIAA-CREF Lifetouch Bank of America",15
